Commit标题,作者和时间,Commit链接
Zpool: simplifies impl; exposes allocated/guid/readOnly,李通洲 committed 16 days ago,https://github.com/fastfetch-cli/fastfetch/commit/7e8fb0fa14f4da340c4e49fc2500a12a4adc40e9
Zpool: simplifies implementation by dropping platform-specific code,李通洲 committed 15 days ago,https://github.com/fastfetch-cli/fastfetch/commit/f703d9ac8956d2cd404e2e3ddc315f92b2e46fdc
Doc: recommand Ubuntu PPA [ci skip],李通洲 committed 14 days ago,https://github.com/fastfetch-cli/fastfetch/commit/22c92c7b058336520dab9d429ef6c60df101bd8b
CMake (SunOS): remove static link of `libzfs`,李通洲 committed 14 days ago,https://github.com/fastfetch-cli/fastfetch/commit/b5690480104fa0f527c337ce303ce72b4584b1dc
Fastfetch: enhances config file loading with support for config directory,李通洲 committed 13 hours ago,https://github.com/fastfetch-cli/fastfetch/commit/8652737f6471328c408a85f8071ed5aa37c26674
Doc: documents `-c -`,李通洲 committed 12 hours ago,https://github.com/fastfetch-cli/fastfetch/commit/7d6c79d73e6d60cc9e0158069100e9c09a327f33
DE: adds Android OEM UI detection,李通洲 committed 11 days ago,https://github.com/fastfetch-cli/fastfetch/commit/1c2c6644d593594327e069ba480af5077f590043
Logo: improve builtin logo printing for piping and buffering,李通洲 committed 11 days ago,https://github.com/fastfetch-cli/fastfetch/commit/ffcddf30e383695f5a74868ef4c5a2e0bd884de4
Util (Windows): fixes compiling,李通洲 committed 10 days ago,https://github.com/fastfetch-cli/fastfetch/commit/09362b236c6891b90e13c2915a0a1586f291b402
Users (Linux): adds missing `endutxent`,李通洲 committed 10 days ago,https://github.com/fastfetch-cli/fastfetch/commit/9a74e6d7bcef08bc8333d076e7ae32b76361aa4c
Linux (Host): improves Mac family detection by using prefix match,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/6b8a62da6e4967c0be5573e9929ceb424d0e9708
GPU (Hurd): adds support (requires libpciaccess),李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/578ca23e756572cede9a4a2b4067415df2aecfc9
GPU (OpenBSD): adds native GPU detection support,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/2e73a9083517f7320554feeb9313fefef994a5b8
GPU (NetBSD): don't use system function name,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/cc6273fecc4f5588c7f25337b653a5f203d2df59
GPU: handles missing GPU type as null in JSON output,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/e63b7779161c145a974eea3224206c487bcda07c
GPU (NetBSD): improves performance; drops libpciaccess dependency,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/907567f511dbbde214e2252c243b256918f12c8d
Logo (Builtin): add Vincent OS,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/e0fd7308be7cd869c0dc834ab2097cb4528c59f6
OS (Linux): prints debian version on Raspbery Pi OS,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/b761034aaeda2317f90b25d1d0bd5cfceb457e4f
GPU (NetBSD): adds native GPU detection support,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/04d6b1453d9f32fba0470237dc441d00b47273f2
CMake: refines yyjson config and Apple rpath handling,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/ac624427983e7e53d738970211597d0c54588016
Icons (Windows): hides module when no icons are found,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/758f96de601fc85e9f62bae402118f03774cc949
CI (Linux): adds Debian i386 packaging and verify deb package in CI,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/db623b9c8648f64a9563a9e635ca8ee12ffac9df
Logo: adds automatic cleanup of temporary media cover files,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/c353bf3c9697da0fdc5f3e0467803dbd4c9e025c
Logo: adds support for using media cover as logo source,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/338b5524996e10f00eaf19abb5beea6ec045ac7b
Media: save media cover to temp file,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/5d73cc12327a61aeeae7ac251cf6a31b8a9977d3
Media (Windows): adds media cover extraction,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/faddef7a3bb80940d6921929fce616015160fbf2
Media (macOS): adds media cover extraction,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/64afaa07e72a264f8da43b867ac18f7050a7dd15
Utils (macOS): adds `ffCfDictGetDataAsString`,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/5cf3ab23b01433a76990183669528e86fb66adc5
Doc: adds code-signing credit and privacy statement in README [ci skip],李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/3fe926d3a04c292f726bb8365843c77a137909fc
Logo (Builtin): adds MacaroniOS,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/f71bb682dea879fec9f1351c07c0d5893120be09
Shell: supports brush version detection,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/ff28f5807b581ddd5c707d7f922e6309b791ee7f
Shell: fix fish version detection when `LC_ALL` is set,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/6a317366d7aef7643d4559a522fda0e4ea798969
JsonSchema: fixes copy-paste errors [ci skip],李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/dc3e4a2d18a8745c0a70bd5b09573d2a3ab8fd03
Brightness (macOS): prioritizes DDC/CI reply over simple I²C transaction,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/96c7c2966dddb1bdadac8046416b64255e0abb41
Logo (Builtin): adds Zraxyl,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/554e7bce4a726ff64985a824d17b4f7279f8b0aa
Release: v2.54.0,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/70377a8afd195ab97b116fe7eab5d5f2491ef751
CI (Windows): switches CI to use the release signing policy on the master branch,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/51bc6d421ad44e67549d169554015afe9d16b558
CMake: adds a new build option to gate wordexp usage and detection,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/be0756f8babfa48779a591a1c63dc0da8300d841
Doc: adds security warning for Command module in README,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/71a2cb4e1bb85707dc2d24dd118bf5f5425d7972
IO (OpenBSD): fixes incorrect glob usage,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/2eba761bedd0baf5a71fe3c869cc75323dd60fb7
Display (Windows): rename VRR to DRR,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/4b5e1a816bff3b586e7f6673fd6970220482add4
Doc: updates changelog,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/a32404ba98246f224162138b22206d124129ee26
CPU (Android): adds detection support for Samsung Exynos SoCs,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/0a792e49358f2e4281a137109dd11e584ed14d85
CPU (Android): improves Android SoC vendor and model detection,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/05108977e83806d46c7cc2d71aa61aeeb5ab012f
Chore (Windows): standardizes Windows header include casing. NOOP.,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/25353261d0a7be7bbccc6bb78146af7a2c9f15dc
Chore (macOS): refactors code for better resource management,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/4b517263d0fea7db15bbe7aa59afdf61d0967e8c
Doc: update changelog [ci skip],李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/98a65966e7e2aa2bab32fc56b044d9622aeaf81e
Option: adds configurable spacing between icon and string keys,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/32dcf9487fe04620f7db1264389f8a5caf5133bf
Disk (Linux): revisits 78c6d7104999fe79222513c30adae249668360f1,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/1631f74700de7f1c24d94299f9d4ce4fa46fc1d7
Disk (Linux): adds glob pattern matching for hidden disk folders,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/78c6d7104999fe79222513c30adae249668360f1
Doc: adds Chinese README [ci skip],李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/0b9ecdeadea9966c5cb3dc39e8f93355276e0e47
Doc: update changelog,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/185a9211f1f2f452828e180d76a60883b134eb3d
Brightness (macOS): enhance DDC/CI detection by enumerating all I2C buses,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/24459b2fbf26840e1d1c3ab011022d6c9afac967
CI (Windows): signs PE files,李通洲 committed 1 month ago,https://github.com/fastfetch-cli/fastfetch/commit/6b8b7c1a62927747efff9a1003721c3665b7d80e
Release: v2.56.0,李通洲 committed 1 day ago,https://github.com/fastfetch-cli/fastfetch/commit/d6ac89ea8d3f137583dafe493ca1823bd86d9846
CI (SunOS): fixes a CI error,李通洲 committed 1 day ago,https://github.com/fastfetch-cli/fastfetch/commit/2b620cf4879406fe994ba9e4d4c2db513ea62270
CPU: exposes numa node count in custom format,李通洲 committed 1 day ago,https://github.com/fastfetch-cli/fastfetch/commit/f644df481cbad6828c419b9839ea481d3ae2c6a6
Merge pull request #455 from WoooKong/main,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/358539f9c3e2de191fcd15037b0368b03167e578
Merge pull request #442 from JohnsonRan/main,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/e7780434d728ae73a8f58730d14a432dd505977d
Merge pull request #427 from DavidDengHui/patch-3,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/872f668c5930c14b207badaae3ab77f0167e4c00
Merge pull request #425 from DavidDengHui/patch-1,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/426839c747a31b76a159737920e1a06a44b3a4e0
Merge pull request #402 from fanmingming/patch-1,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/f76aa3716993311785f98482b2ea888847426016
Merge pull request #400 from tuuzed/main,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/d944777fc6aa4e953b640854ae80d318894a2b83
Merge pull request #304 from 2926295173/patch-1,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/2b4b8239462b94855971abda93033429cdb2db12
Merge pull request #223 from LeGend-wLw/main,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/0a7837c5775bce9f677ba7934717ba5ed38af89a
Merge pull request #205 from LeGend-wLw/main,李宗英 committed 1 year ago,https://github.com/lizongying/my-tv/commit/1714633cb70a3f3284bbec2f6ed361f5d58d98e9
Improve speed of ZSTD_compressSequencesAndLiterals() using RVV,李子建 committed 6 months ago,https://github.com/facebook/zstd/commit/d95123f2e68fc5a0feb222d03cacba5a044f03b6
fix: LibChecker -> my-tv,旋律旋律你在干什么 committed 1 year ago,https://github.com/lizongying/my-tv/commit/67edb2830c02c9e9c12be525e6e435fb36749b08
Fix issues with server.allow_access_expired (#14262),张宇杭 committed 1 month ago,https://github.com/redis/redis/commit/083f38ef5a2620b8ee947b5d9b2357c86d44498b
fixed inability to create xcframework in Symbolic Link (#1356),小明 committed 1 year ago,https://github.com/jedisct1/libsodium/commit/7e6ea701b7b5e288b7bb7ee326581008648118e9
playground: add a rename button (#669),小さい猫 committed 1 year ago,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/2c2e2e2ad96d8725fd6fa111fa28e7d2009211a3
fix #1494 socket read阻塞问题 (#1495),子熏 committed 4 years ago,https://github.com/cloudwu/skynet/commit/e35cad3053cd68e6bf64c19f93090f711f974e49
export queryproto (#1605),子熏 committed 3 years ago,https://github.com/cloudwu/skynet/commit/389146167f080c600ad0ecc9c93092acc60e3c3c
#1544 fix playload_len (#1553),子熏 committed 3 years ago,https://github.com/cloudwu/skynet/commit/fad62566dcef70ef3881ac6b6b821f99096da382
修复设置 callback导致的crash问题 (#1726),子熏 committed 2 years ago,https://github.com/cloudwu/skynet/commit/223bd599ba057b34a9e2be4d4d73ef2317e55b0d
update sproto (#1720),子熏 committed 2 years ago,https://github.com/cloudwu/skynet/commit/b9a5cec19156f87b21321d462ffdc79acc5c36b9
添加get_protocol接口 (#1712),子熏 committed 2 years ago,https://github.com/cloudwu/skynet/commit/1e45d4a9be6582b534a6afca5e7dd5ec5275fbdc
fix read_handshake (#1839),子熏 committed 1 year ago,https://github.com/cloudwu/skynet/commit/e66e892ee55e3ad7106d15791322aa26a27a35ba
read 'x-real-ip' header from nginx in websocket lib. (#1665),子云 committed 3 years ago,https://github.com/cloudwu/skynet/commit/1a1d8abd2ebdbc592d5d407c9133afb9a4a76f03
Update README.md,卜睿 committed 6 years ago,https://github.com/Awesome-HarmonyOS/HarmonyOS/commit/c1d9a843734e53b7ebb87cdb434a8ca52333f281
websocket添加is_close方法 (#1781),华仔 committed 2 years ago,https://github.com/cloudwu/skynet/commit/bb90b64c3f0d8f54d7b5df322224b85a49bf7aef
ignore .vscode (#1689),华仔 committed 2 years ago,https://github.com/cloudwu/skynet/commit/cc562547a54f00fde96ffa9fc379dc97e62130d0
fix websocket accept mem leakage (#2002),华仔 committed 12 months ago,https://github.com/cloudwu/skynet/commit/2fc8e869258ee07b2049bce1975d9b51c4750246
throw it out err (#2003),华仔 committed 12 months ago,https://github.com/cloudwu/skynet/commit/4c8d42153ec5adc722eac0213e383ab6703bd337
fix socketchannel closed thread not wakeup (#2020),华仔 committed 11 months ago,https://github.com/cloudwu/skynet/commit/474f04e8640337193c425a635df60df82aaa684a
fix attempt to concatenate a nil value (local timeout) (#1936),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/dc1980dfc83e5616987c642ffad450820ce0b381
fix socketchannel mem leakage (#1921),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/45b407481d5a9f9abcf3504ddb07549c08a33313
typo rename faild to failed (#1901),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/18a6dc57861f2c6535c7a2d17e6df6d6f6261ff8
优化http出错抛出更详细的错误信息 (#1900),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/22df64244a73312daa8c75b239230efe54a4e54b
fix websocket客户端连接过程中握手失败导致内存泄漏 (#1899),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/43225367fbdd7034b92138c72122d0f383626a89
remove unused local variable (#1864),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/d0b11c7955395fc79671b1bdfc5f068b0a322777
fix word err (#1848),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/b309d82538a7690e720a1f785f0c2107c38ab1d8
fix word err (#1847),华仔 committed 1 year ago,https://github.com/cloudwu/skynet/commit/fb97668f9e2faba27d68a692335ed7ae00164c4d
Packages (Linux): add kiss packages count (#2072),全てずんだもんの所爲です committed 4 days ago,https://github.com/fastfetch-cli/fastfetch/commit/84a5c6ebe811b7dd875fe5952f13f3be73b5fb0f
"Install zip by default,in order to run `make build`.",佳音 committed 12 years ago,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System/commit/89158cbf94cf5a05cfeec085a52e3c41b51b2531
[loc] update Japanese translation to latest,五月雨 committed 1 year ago,https://github.com/pbatard/rufus/commit/412f1c63da360032befe1e60b83c4096fc1d50d8
"Support string address, see #1490 (#1491)",云风 committed 4 years ago,https://github.com/cloudwu/skynet/commit/c008476417b20fd06202cc3d196dc0e076cb1c3a
"add ispurewhite : is white and not shared object, see #1479 (#1480)",云风 committed 4 years ago,https://github.com/cloudwu/skynet/commit/0ebecb4e6da85379c8bbf566f37c808197dc0d54
Request stream (#1463),云风 committed 4 years ago,https://github.com/cloudwu/skynet/commit/54e733a76f1d96de3693c247132aa63795d46ce5
Emfile (#1626),云风 committed 3 years ago,https://github.com/cloudwu/skynet/commit/8efad5363178eae5cedbf821a85ec78859a9f969
Update issue templates,云风 committed 3 years ago,https://github.com/cloudwu/skynet/commit/6d86016247a1dd36f9cebae714e50d4e4c3ff603
Update issue templates,云风 committed 3 years ago,https://github.com/cloudwu/skynet/commit/acefd8de2770dd135549681c9a2d98db8b528cf7
Callback (#1571),云风 committed 3 years ago,https://github.com/cloudwu/skynet/commit/e37eb3cba0cd92aae7c51d74e650c9629239a0d7
check conflict (#1798),云风 committed 2 years ago,https://github.com/cloudwu/skynet/commit/172278bc8f8bae8d81593ca18ce763fdbb812abc
libbpf-tools/offcputime: fix min or max_block_ns unit (#5327),云微 committed 5 months ago,https://github.com/iovisor/bcc/commit/ee3ba7806e5179a2d8e252c4c17c49483670b62b
添加一个新版本csharp移植链接。,云却 committed 6 years ago,https://github.com/skywind3000/kcp/commit/1db6af36c38976b7c104298449d97c2262b9e710
feature: mongo 增加 bulkWrite (#2058),云华 committed 6 months ago,https://github.com/cloudwu/skynet/commit/4ff4db3161e7c7d8acfcb4051de53eb58ade30b4
fixed: service_gate_c  half close (#2047),云华 committed 6 months ago,https://github.com/cloudwu/skynet/commit/94450ff00f0a268d3a874e0806862184accf7fce
去除语法检查告警 (#1973),云 committed 1 year ago,https://github.com/cloudwu/skynet/commit/b1bb84ddbdbe78055bd336ef225f9633a9b947d1
"debug_console help命令增加getenv,setenv信息 (#1966)",云 committed 1 year ago,https://github.com/cloudwu/skynet/commit/bcf97ecd1be81f0c650b6be15724b89003470538
